#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTNAME39100;The Knights of St. John;Les Chevaliers de Saint Jean;Die Ritter des Johanniterordens;;Los Caballeros de San Juan;;;;;;;;;x
EVTDESC39276;The Holy Father wishes to inform us that we will now also obey an early liege.;Le Saint-Père souhaite nous annoncer que nous obéirons aussi à un jeune Seigneur.;Der Heilige Vater wünscht, uns darüber in Kenntnis zu setzen, dass wir uns nun auch einem früheren Lehnsherren unterwerfen werden müssen.;;El Santo Padre desea informarnos de que ahora también deberemos obedecer a un señor terrenal.;;;;;;;;;x
EVTDESC39277;The Holy Father has granted you the [From.PrimaryTitle.GetFullName]. We will serve you faithfully as a vassal, and guide your rule in a Christian way.;Le Saint-Père vous a accordé [From.PrimaryTitle.Get_le_RealmFull]. Nous serons vos fidèles vassaux et nous guiderons votre règne dans le chemin de la chrétienté.;Der Heilige Vater hat uns die [From.PrimaryTitle.GetFullName] erteilt! Wir werden Euch als Vasall treu ergeben dienen und Eure Regentschaft auf christliche Art und Weise vertreten.;;El Santo Padre os ha concedido [From.PrimaryTitle.GetFullName]. Os serviremos religiosamente como vasallos y guiaremos vuestro mandato de forma cristiana.;;;;;;;;;x
EVTDESC39300;A young artist is working on what is clearly a divinely inspired icon, depicting Mary, Mother of God. He needs sponsorship to finish it, so we can place it in our own chapel!;Un jeune artiste réalise actuellement une icône d'inspiration divine représentant Marie, la mère de Dieu. Et puisqu'il a besoin d'être parrainé pour terminer son oeuvre, nous pourrions la mettre dans notre chapelle !;Ein junger Künstler arbeitet an einem eindeutig göttlich inspirierten Kunstwerk, das Maria, die Mutter Gottes darstellt. Zur Fertigstellung benötigt er weitere Gelder. Dann können wir es in unserer eigenen Kapelle zur Schau stellen!;;Un joven artista está creando una imagen divinamente inspirada de María, Madre de Dios. ¡Necesita apoyo para terminarla y ponerla así en nuestra capilla!;;;;;;;;;x
EVTDESC39301;A young artist is working on what is clearly a divinely inspired icon, depicting Christ Pantocrator. He needs sponsorship to finish it, so we can place it in our own chapel!;Un jeune artiste réalise actuellement une icône d'inspiration divine représentant le Christ pantocrator. Et puisqu'il a besoin d'être parrainé pour terminer son oeuvre, nous pourrions la mettre dans notre chapelle !;Ein junger Künstler arbeitet an einem eindeutig göttlich inspirierten Kunstwerk, das Pantokrator darstellt. Zur Fertigstellung benötigt er weitere Gelder. Dann können wir es in unserer eigenen Kapelle zur Schau stellen!;;Un joven artista está creando una imagen divinamente inspirada de Cristo Pantocrátor. ¡Necesita apoyo para terminarla y ponerla así en nuestra capilla!;;;;;;;;;x
EVTDESC39302;A young artist is working on what is clearly a divinely inspired icon, depicting St. Peter. He needs sponsorship to finish it, so we can place it in our own chapel!;Un jeune artiste réalise actuellement une icône d'inspiration divine représentant saint Pierre. Et puisqu'il a besoin d'être parrainé pour terminer son oeuvre, nous pourrions la mettre dans notre chapelle !;Ein junger Künstler arbeitet an einem eindeutig göttlich inspirierten Kunstwerk, das St. Peter darstellt. Zur Fertigstellung benötigt er weitere Gelder. Dann können wir es in unserer eigenen Kapelle zur Schau stellen!;;Un joven artista está creando una imagen divinamente inspirada de San Pedro. ¡Necesita apoyo para terminarla y ponerla así en nuestra capilla!;;;;;;;;;x
EVTDESC39303;A young artist is working on what is clearly a divinely inspired icon, depicting John the Baptist. He needs sponsorship to finish it, so we can place it in our own chapel!;Un jeune artiste réalise actuellement une icône d'inspiration divine représentant Jean le Baptiste. Et puisqu'il a besoin d'être parrainé pour terminer son oeuvre, nous pourrions la mettre dans notre chapelle !;Ein junger Künstler arbeitet an einem eindeutig göttlich inspirierten Kunstwerk, das Johannes den Täufer darstellt. Zur Fertigstellung benötigt er weitere Gelder. Dann können wir es in unserer eigenen Kapelle zur Schau stellen!;;Un joven artista está creando una imagen divinamente inspirada de Juan el Bautista. ¡Necesita apoyo para terminarla y ponerla así en nuestra capilla!;;;;;;;;;x
EVTDESC39304;A young artist is working on what is clearly a divinely inspired icon, depicting St. George. He needs sponsorship to finish it, so we can place it in our own chapel!;Un jeune artiste réalise actuellement une icône d'inspiration divine représentant saint Georges. Et puisqu'il a besoin d'être parrainé pour terminer son oeuvre, nous pourrions la mettre dans notre chapelle !;Ein junger Künstler arbeitet an einem eindeutig göttlich inspirierten Kunstwerk, das St. Georg darstellt. Zur Fertigstellung benötigt er weitere Gelder. Dann können wir es in unserer eigenen Kapelle zur Schau stellen!;;Un joven artista está creando una imagen divinamente inspirada de San Jorge. ¡Necesita apoyo para terminarla y ponerla así en nuestra capilla!;;;;;;;;;x
EVTDESC39310;I devote myself to the service of the Church, and eradicating her enemies. I have not yet fallen to any of the mortal sins, nor do I shy away from danger.;Je suis entièrement au service de l'Église et ma mission consiste à éradiquer ses ennemis. Je n'ai encore succombé à aucun péché mortel et je ne fuis pas devant le danger.;Ich stelle mich selbst in den Dienst der Kirche, um ihre Feinde auszumerzen. Noch bin ich keiner der Todsünden anheim gefallen, und ich scheue keine Gefahr!;;Me consagro al servicio de la iglesia y a eliminar a sus enemigos. Aún no he caído en ningún pecado mortal, no rehuiré ningún peligro.;;;;;;;;;x
EVTDESC39311;I am a fallen man. What was once a noble knight, is now just a mere sinner. I am not a true knight.;Je suis un homme déchu. Celui qui était jadis un noble chevalier n'est plus aujourd'hui qu'un vulgaire pécheur. Je ne suis pas un vrai chevalier.;Ich bin ein gebrochener Mann. War ich einst ein nobler Ritter, so bin ich jetzt bloß noch ein Sünder. Ich bin kein wahrer Ritter.;;Soy un hombre caído. Lo que antes fue un noble caballero, ahora es solo un pecador. No soy un auténtico caballero.;;;;;;;;;x
EVTDESC39400;The [From.Religion.GetName] heresy has appeared in the county of [From.GetName]!;Les hérétiques [From.GetReligionMascPl] sont à présent majoritaires en [From.GetName] !;Die Provinz von [From.GetName] wird von der [From.Religion.GetName]-Ketzerei heimgesucht!;;La herejía [From.Religion.GetName] ha surgido en la provincia de [From.GetName]!;;;;;;;;;x
EVTDESC39401;Disturbing news! Heresy apparently appeared in a [catholic.GetName] county over two years ago and the ruler has done nothing!;Nouvelle inquiétante ! L'hérésie semble être apparue dans un comté [catholic.GetName] il y a plus de deux ans et son seigneur n'a rien fait !;Es gibt beunruhigende Neuigkeiten: Seit mehr als 2 Jahren gibt es Anzeichen von Ketzerei in einer [catholic.GetName]en Provinz, und der Machthaber hat nichts unternommen!;;¡Noticias inquietantes! ¡Aparentemente surgió la herejía en una provincia [GetSpanishCatolica] hace más de dos años y el gobernante no ha hecho nada al respecto!;;;;;;;;;x
EVTDESC39402;To find that you have a county in your demesne that has turned heretic is bad enough. But I am shocked to learn that you have let this situation be for over two years! This heresy must be rooted out.;Comme si apprendre qu'un des comtés de votre domaine était devenu hérétique ne suffisait pas, il faut en plus que vous n'ayez rien fait à ce propos pendant plus de deux ans ! Cette hérésie doit être éradiquée.;Es ist schlimm genug, dass eine Provinz in eurem Herrschaftsgebiet der Ketzerei anheim gefallen ist. Aber es ist geradezu schockierend, dass über zwei Jahre lang keine Intervention stattfand! Das muss ein Ende haben.;;Descubrir que una provincia de los dominios se ha convertido en hereje ya es una mala noticia. ¡Pero no puedo creer que se haya consentido esta situación durante más de dos años! La herejía debe erradicarse.;;;;;;;;;x
EVTDESC39403;Heresy has appeared in a [catholic.GetName] county. I will encourage the local ruler to swiftly deal with it.;L'hérésie est apparue dans un comté [catholic.GetName]. Je vais encourager le dirigeant local à s'en occuper rapidement.;Eine [catholic.GetName]e Provinz wurde von der Ketzerei heimgesucht. Ich werde den Herrscher des Gebiets darauf ansetzen.;;Ha aparecido la herejía en una provincia [GetSpanishCatolica]. Recomiendo al gobernador local que se encargue de ella rápidamente.;;;;;;;;;x
EVTDESC39404;Troubling news has reached me about a heretic county in your demesne. I urge you to swiftly deal with this problem as this heresy must be rooted out!;Des nouvelles inquiétantes me sont parvenues concernant un comté hérétique sur votre territoire. Je vous conseille vivement de vous occuper de ce problème rapidement, cette hérésie doit être éradiquée !;Ich nahm beunruhigende Neuigkeiten über eine ketzerische Provinz in Eurer Domäne zur Kenntnis. Ich bin für eine sofortige Intervention zur Beendigung dieser Ketzerei!;;Me han llegado noticias preocupantes acerca de una provincia hereje en vuestros dominios. Os insto a tratar este problema con celeridad. ¡Es preciso erradicar esta herejía!;;;;;;;;;x
EVTDESC39410;There are rumors that one of the rulers of Christendom is employing a heretic in their court. This is not acceptable to the Church, and this earthly lord will surely be damned unless we intervene.;On dit que l'un des souverains de la chrétienté emploie un hérétique à sa Cour. L'Église ne peut le tolérer, et ce seigneur terrestre sera sûrement damné si nous n'intervenons pas.;Es kursieren Gerüchte, dass einer der christlichen Herrscher an seinem Hof einen Ketzer unterhält. Das sagt der Kirche überhaupt nicht zu: Ewige Verdammnis erwartet den Herrscher, wenn wir nicht eingreifen.;;Existen rumores de que uno de los gobernantes de la cristiandad emplea a un hereje en su corte. Esto no es admisible por la iglesia y este señor terrenal será maldecido a menos que intervengamos.;;;;;;;;;x
EVTDESC39441;I am most concerned that you allow heretics as your advisors. They should immediately be removed from position their position.;Je suis très inquiet que vous preniez des conseillers hérétiques auprès de vous. Ils devraient être démis de leurs fonctions immédiatement.;Es besorgt mich zu sehen, dass Ihr Euch von Ketzern beraten lasst. Sie sollten umgehend ihres Amtes enthoben werden!;;Me preocupa que admitas a herejes como consejeros. Deberían ser retirados de sus cargos inmediatamente.;;;;;;;;;x
EVTDESC39445;My liege has a heretic as one of [Root.Liege.GetHerHis] advisors!;M[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige a un hérétique parmi ses conseillers !;Unter den Beratern meines Lehnsherren gibt es einen Ketzer!;;¡Mi señor cuenta con un hereje entre sus asesores!;;;;;;;;;x
EVTDESC39446;My liege, I am shocked to find that you have appointed a heretic as one of your advisors.\n\nSigned,\n[From.GetTitledName];M[Root.GetOnA][Root.GetLordLady], \nCela me scandalise d'apprendre que vous avez pris un hérétique comme conseiller.\n\nSigné,\n[From.GetTitledName];Mein Lehnsherr, es erschüttert mich zutiefst, dass Ihr einen Ketzer in Euren Beraterstab aufgenommen habt.\n\nGezeichnet,\n[From.GetTitledName];;Mi señor, me sorprende averiguar que habéis nombrado a un hereje como uno de vuestros consejeros.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTDESC39500;The infidel dhimmis in [Root.GetName] are now a minority, and most people have embraced [Root.Holder.Religion.GetName] Islam!;Les dhimmis infidèles sont désormais en minorité à [Root.GetName] et la plupart des gens se sont convertis à l'islam [From.Holder.GetReligionMasc] !;Die ungläubigen Dhimmis in [Root.GetName] sind nun eine Minderheit und die meisten Menschen haben den [Root.Holder.Religion.GetName]en Islam angenommen!;;¡Los infieles dhimmies en [Root.GetName] ahora son minoría, y la mayoría del pueblo ha adoptado el [Root.Holder.Religion.GetName] islam!;;;;;;;;;x
EVTDESC39501;The people of §Y[From.GetName]§! have embraced the §Y[From.Holder.Religion.GetName]§! faith!;Les habitants de [From.GetName] se sont convertis à la foi [From.Holder.Religion.GetName] !;Die Menschen von §Y[From.GetName]§! haben den §Y[From.Holder.Religion.GetName]en§! Islam angenommen!;;¡Las personas de [From.GetName] han adoptado el [From.Holder.Religion.GetName] islam!;;;;;;;;;x
EVTDESC39600;[From.GetTitledFirstName], a preacher in the service of [From.Liege.GetTitledName], has arrived in [From.Location.GetName] to spread the gospel of their foreign religion. He has little regard for our old faith, declaring it sinful, and he has explained in detail the horrors we shall suffer in the afterlife unless we mend our ways.;[From.Get_Le_TitledFirstName], un prêcheur au service [From.Liege.Get_du_TitledName], est arrivé à [From.Location.GetName] pour répandre la parole de cette religion étrangère. Il n'a que peu d'égards envers nos vieilles croyances, nous considérant comme des pécheurs, et a décrit dans le détail les horreurs que nous allons subir dans l'au-delà si nous ne nous lavons pas de nos péchés.;[From.GetTitledFirstName], ein Prediger im Dienste von [From.Liege.GetTitledName], ist in [From.Location.GetName] angekommen, um die Gesänge ihrer fremden Religion zu verbreiten. Er hält nur wenig von unserem Glauben, den er als Sünde betrachtet, und erzählte uns in vielen Details von Schrecken und Leiden, die wir im Nachleben erfahren werden, wenn wir unsere Wege nicht ändern.;;[From.GetTitledFirstName], un predicador al servicio de [From.Liege.GetTitledName] ha llegado a [From.Location.GetName] para difundir el evangelio de su religión extranjera. Tiene poco respeto por nuestra antigua fe, declarándola pecado, y ha explicado con detalle los horrores que sufriremos en la otra vida si no enmendamos nuestros caminos.;;;;;;;;;x
EVTDESC39601;[From.GetTitledFirstName] has continued preaching his religion in [From.Location.GetName], and he seems to be gathering a larger and larger audience. After listening to one of his sermons, you have to admit that the new faith may have some advantages...;[From.Get_Le_TitledFirstName] a continué à prêcher sa religion aux gens de [From.Location.GetName] et semble attirer des foules de plus en plus nombreuses. Après avoir écouté un de ses sermons, vous admettez que cette nouvelle croyance comporte certains avantages...;[From.GetTitledFirstName] predigt weiterhin seine Religion in [From.Location.GetName], und er scheint eine stetig wachsende Zuhörerschaft zu haben. Nachdem Ihr eine seiner Predigten gehört habt, müsst Ihr zugeben, dass der neue Glaube einige Vorteile zu haben scheint...;;[From.GetTitledFirstName] ha continuado predicando su religión en [From.Location.GetName], y parece estar reuniendo a un público más y más amplio. Después de escuchar uno de sus sermones, hay que admitir que la nueva fe puede tener algunas ventajas...;;;;;;;;;x
EVTDESC39602;[From.GetTitledFirstName] has fallen under the sway of [FromFrom.GetTitledFirstName] and the religion he preaches. After listening to the [FromFrom.GetTitle]'s sermons, [From.GetFirstName] has completely abandoned the old ways, and now only offers prayers to [FromFrom.Religion.GetRandomGodName].;[From.Get_Le_TitledFirstName] est tombé[From.Get_E] sous l'emprise [FromFrom.Get_du_TitledFirstName] et de la religion qu'il prêche. Après avoir écouté ses sermons, [From.GetFirstName] a complètement abandonné les vieilles croyances et ne prie désormais plus que [FromFrom.Religion.GetRandomGodName].;[From.GetTitledFirstName] ist unter den Einfluss von [FromFrom.GetTitledFirstName] und der Religion, die er predigt, geraten. Nach dem Lauschen der Predigten von [FromFrom.GetTitle] hat [From.GetFirstName] die alten Pfade komplett verlassen und richtet seine Gebete nun nur noch an [FromFrom.Religion.GetRandomGodName].;;[From.GetTitledFirstName] ha caído bajo la influencia de [FromFrom.GetTitledFirstName] y la religión que predica. Tras escuchar el sermón de[FromFrom.GetTitle], [From.GetFirstName] ha abandonado por completo las viejas costumbres, y ahora sólo ofrece oraciones a [FromFrom.Religion.GetRandomGodName].;;;;;;;;;x
EVTDESC39603;You come upon [From.GetTitledFirstName] and [FromFrom.GetTitledFirstName] wrestling like children on the ground and screaming obscenities at each another. It would seem the two preachers have had a difference of opinion. As soon as they see you, they stop what they're doing and both immediately demand the expulsion of the other.;Vous tombez sur [From.Get_le_TitledFirstName] et [FromFrom.Get_le_TitledFirstName] qui se chamaillent comme des enfants, luttant au sol et se lançant des injures. Il semble que les deux prêcheurs aient un différend. Aussitôt qu'ils vous aperçoivent, ils s'arrêtent net et chacun demande l'expulsion de l'autre.;Ihr kommt hinzu, als [From.GetTitledFirstName] und [FromFrom.GetTitledFirstName] sich wie Kinder auf dem Boden wälzen und einander Obszönitäten an den Kopf werfen. Scheinbar haben die beiden Prediger eine Meinungsverschiedenheit. Als sie Euch sehen, stoppen beide und verlangen umgehend die Ausweisung des jeweils anderen.;;Te encuentras con [From.GetTitledFirstName] y [FromFrom.GetTitledFirstName] luchando como niños en el suelo y gritando obscenidades el uno al otro. Al parecer, los dos predicadores han tenido una diferencia de opiniones. Tan pronto como te ven, dejan lo que están haciendo y exigen de inmediato la expulsión del otro.;;;;;;;;;x
EVTDESC39604;My liege, I have arrived safely in [FromFrom.Location.GetName] and the local ruler has given me permission to remain here and spread the true faith. May [FromFrom.Religion.GetRandomGodName] grant me the strength to endure the heathen ways of these savages...\n\nSigned,\n[FromFrom.GetTitledName];M[Root.GetOnA][Root.GetLordLady], \nJe suis bien arrivé à [FromFrom.Location.GetName] et le chef local m'a donné la permission de rester et de prêcher la véritable foi. Que [FromFrom.Religion.GetRandomGodName] me donne la force d'endurer les manières païennes de ces sauvages...\n\nSigné,\n[FromFrom.GetTitledName];Mein Fürst, ich bin sicher in [FromFrom.Location.GetName] angekommen und der lokale Herrscher gab mir Erlaubnis, hierzubleiben und den wahren Glauben zu lehren. Möge [FromFrom.Religion.GetRandomGodName] mir die Kraft geben, die ketzerischen Wege dieser Wilden zu ertragen...\n\nGezeichnet,\n[FromFrom.GetTitledName];;Mi señor, he llegado bien a [FromFrom.Location.GetName] y el gobernante local me ha dado permiso para permanecer aquí y difundir la verdadera fe. Que [FromFrom.Religion.GetRandomGodName] me conceda la fuerza para soportar los modos paganos de estos salvajes...\n\nFirmado,\n [FromFrom.GetTitledName];;;;;;;;;x
EVTDESC39605;Soon after [FromFrom.GetTitledFirstName] arrived in [FromFrom.Location.GetName], [From.GetTitledFirstName] ordered his imprisonment. Your [Root.GetLordSpiritualName] is now languishing in the dungeons of this pagan lord. Who can tell what the savages will do to him?;Peu après l'arrivée [FromFrom.Get_du_TitledFirstName] à [FromFrom.Location.GetName], [From.Get_le_TitledFirstName] a ordonné son emprisonnement. Votre [Root.GetLordSpiritualName] croupit maintenant dans les cachots de c[From.GetEEtte] [From.GetLordLady] païe[From.GetNNne]. Qui sait ce que ces sauvages lui feront subir ?;Schon bald nach [FromFrom.GetTitledFirstName]s Ankunft in [FromFrom.Location.GetName] befahl [From.GetTitledFirstName] seine Gefangennahme. Euer [Root.GetLordSpiritualName] schmachtet nun im Verlies dieses heidnischen Herren. Wer weiß, was diese Wilden mit ihm anstellen werden?;;Poco después de que[FromFrom.GetTitledFirstName] llegara a [FromFrom.Location.GetName], [From.GetTitledFirstName] ordenó su encarcelamiento. Tu [Root.GetLordSpiritualName] ahora languidece en las mazmorras de este señor pagano. ¿Quién sabe lo que los salvajes van a hacer con él?;;;;;;;;;x
EVTDESC39606;My liege, I bring good news! Thanks to my efforts, [FromFrom.GetTitledFirstName] has seen the light and converted to the true faith. I shall return to your court forthwith, as my work here is done.\n\nSigned,\n[From.GetTitledName];M[Root.GetOnA][Root.GetLordLady], \nJ'ai de bonnes nouvelles ! Grâce à mes efforts, [FromFrom.Get_le_TitledFirstName] a vu la lumière et s'est converti[FromFrom.Get_E] à la vraie foi. Je devrais retourner à votre cour sous peu, mon travail étant terminé ici.\n\nSigné,\n[From.GetTitledName];Mein Fürst, ich bringe gute Neuigkeiten! Dank meiner Bemühungen hat [FromFrom.GetTitledFirstName] das Licht erblickt und ist zum wahren Glauben konvertiert. Ich werde umgehend an Euren Hof zurückkehren, da meine Arbeit hier getan ist.\n\nGezeichnet,\n[From.GetTitledName];;Mi señor, ¡os traigo buenas noticias! Gracias a mis esfuerzos, [FromFrom.GetTitledFirstName] ha visto la luz y se ha convertido a la fe verdadera. Voy a regresar a la corte inmediatamente, ya que mi trabajo aquí ha terminado.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTDESC39607;My liege, I bring bad news. Although I seemed to be making progress in encouraging [From.GetTitledFirstName] to abandon [From.GetHerHis] heathen ways, [From.GetSheHe] had a sudden change of heart. I have been banished from [FromFrom.Location.GetName], and I say good riddance! Let these stubborn savages suffer the eternal horror that await them in the afterlife!\n\nSigned,\n[FromFrom.GetTitledName];M[Root.GetOnA][Root.GetLordLady], \nJ'ai de mauvaises nouvelles. Malgré les progrès réalisés pour convaincre [From.Get_le_TitledFirstName] d'abandonner ses croyances païennes, [From.GetIlElle] a soudainement changé d'avis. J'ai été banni de [FromFrom.Location.GetName], et j'en dis : bon débarras ! Laissons ces sauvages bornés subir les horreurs qui les attendent pour l'éternité dans l'au-delà !\n\nSigné,\n[FromFrom.GetTitledName];Mein Fürst, ich bringe schlechte Neuigkeiten. Auch wenn es schien, als ob ich in der Bekehrung von [From.GetTitledFirstName], [From.GetHerHis]e ketzerischen Pfade zu verlassen, Erfolg hätte, so hatte [From.GetSheHe] einen plötzlichen Sinneswandel. Ich wurde aus [FromFrom.Location.GetName] verbannt und bin nicht erbost darüber. Lasst diese sturen Wilden die ewigen Höllenqualen erleiden, die sie in der Nachwelt erwarten werden.\n\nGezeichnet,\n[FromFrom.GetTitledName];;Mi señor, os traigo malas noticias. A pesar de que parecía estar haciendo progresos alentando a  [From.GetTitledFirstName] a abandonar [From.GetHerHis] modos paganos, [From.GetSheHe] cambió de parecer. Me han desterrado de [FromFrom.Location.GetName], ¡y digo hasta nunca! ¡Que estos salvajes sufran el horror eterno que les espera en la otra vida!\n\nFirmado,\n[FromFrom.GetTitledName];;;;;;;;;x
EVTDESC39608;You have received word that [FromFromFrom.GetTitledFirstName] has been imprisoned by [FromFrom.GetTitledFirstName]. It seems the [FromFrom.GetTitle] took offense when your [Root.GetLordSpiritualName] converted one of [FromFrom.GetHerHis] courtiers away from heathenry.;Vous venez d'apprendre que [FromFromFrom.Get_le_TitledFirstName] se trouve dans les geôles [FromFrom.Get_du_TitledFirstName]. Il semble que [FromFrom.GetCeluiCelle]-ci ait perdu son calme lorsque votre [Root.GetLordSpiritualName] a converti un de ses courtisans païens.;Euch wurde berichtet, dass [FromFromFrom.GetTitledFirstName] von [FromFrom.GetTitledFirstName] gefangen genommen wurde. Offenbar nahm [FromFrom.GetTitle] es übel, als Euer [Root.GetLordSpiritualName] einen [FromFrom.GetHerHis]er Höflinge aus der Ketzerei konvertierte.;;Has recibido noticias de que [FromFromFrom.GetTitledFirstName] ha sido encarcelado por [FromFrom.GetTitledFirstName]. Al parecer, el [FromFrom.GetTitle] se ofendió cuando tu [Root.GetLordSpiritualName] convirtió a uno de [FromFrom.GetHerHis] cortesanos lejos de paganismo.;;;;;;;;;x
EVTDESC39609;My liege, that vile savage [From.GetTitledFirstName] has banished me from [From.GetHerHis] lands! I got into a minor... dispute with a preacher who was there to spread his faith at the behest of another lord, and [From.GetFirstName] foolishly took [supported_preacher.GetHerHis] side.\n\nSigned,\n[banished_preacher.GetTitledName];M[Root.GetOnA] [Root.GetLordLady], [From.GetLeLa] vil[From.Get_E] sauvage [From.GetTitledFirstName], m'a banni[From.Get_E] de ses terres ! J'ai eu une petite... dispute avec un prêcheur présent pour répandre sa foi pour le compte d'un autre seigneur, et [From.GetFirstName] a sans raison pris son parti.\n\nSigné,\n[banished_preacher.GetTitledName];Mein Lehnsherr, dieser abscheuliche Wilde [From.GetTitledFirstName] hat mich aus [From.GetHerHis]en Ländereien verbannt! Ich hatte einen... kleinen Disput mit einem Prediger, der dort seinen Glauben im Auftrage eines anderen Herren verbreiten wollte, und [From.GetFirstName] hat sich törichterweise auf dessen Seite gestellt.\n\nGezeichnet,\n[banished_preacher.GetTitledName];;Mi señor, ese vil salvaje [From.GetTitledFirstName] me ha desterrado de [From.GetHerHis] tierras! Me metí en una pequeña... disputa con un predicador que estaba allí para difundir su fe, a petición de otro señor, y [supported_preacher.GetFirstName] tontamente se puso de su lado.\n\nFirmado,\n[banished_preacher.GetTitledName];;;;;;;;;x
EVTDESC_39617;To the [GetFromRootCompliment] [Root.GetTitledFirstName],\n\nOur Liege, the [GetRootFromCompliment] [From.GetTitledNameWithNick] has, in [From.GetHerHis] great wisdom, decided to adopt the [From.Religion.GetName] faith. As [From.GetHerHis] [From.GetLordSpiritualName], I would suggest that you consider doing the same.\n\nIn service of [From.Religion.GetRandomGodName],\n[convert_lord_spiritual.GetBestName], [From.GetLordSpiritualName] of [From.PrimaryTitle.GetName];[Root.Get_Au_TitledFirstName], [GetFromRootComplimentNounAdj]\n\nNotre [From.GetLordLady] lige, [GetRootFromComplimentNounAdj] [From.GetTitledNameWithNick], a, dans sa grande sagesse, décidé d'adopter la foi [From.Religion.GetName]. En tant que [From.GetLordSpiritualName], je vous suggère d'en faire autant.\n\nServant [From.Religion.GetRandomGodName],\n[convert_lord_spiritual.GetBestName], [From.GetLordSpiritualName] [From.PrimaryTitle.Get_du_Realm];Geschätzte[Root.GetrMale] [Root.GetTitledFirstName],\nunser verehrter Lehnsherr [From.GetTitledNameWithNick] hat in großer Weisheit entschieden, zum [From.Religion.GetName]en Glauben überzutreten. Als [From.GetHerHis] [From.GetLordSpiritualName] möchte ich Euch vorschlagen, dasselbe zu tun.\n\nGelobt sei [From.Religion.GetRandomGodName]!\n[convert_lord_spiritual.GetBestName], [From.GetLordSpiritualName] von [From.PrimaryTitle.GetName];;Al [GetFromRootCompliment] [Root.GetTitledFirstName],\n\nNuestro señor, el [GetRootFromCompliment] [From.GetTitledNameWithNick], c ha, con su gran sabiduría, decidido adoptar la fe de [From.Religion.GetName]. Como su [From.GetLordSpiritualName], os sugiero que consideréis hacer lo mismo. \n\nAl servicio de [From.Religion.GetRandomGodName]\n[convert_lord_spiritual.GetBestName], [From.GetLordSpiritualName] de [From.PrimaryTitle.GetName];;;;;;;;;x
EVTDESC39640;The schism at the heart of Islam dates back to its earliest days. The majority Sunnis have long persecuted the followers of Ali, the Shias, forcing them into hiding. The partisans of Ali look to his descendants for leadership, but they are forced to keep their ancestry secret. Now though, the Shias are mobilizing their strength behind a boy whom they claim to be Ali's rightful heir and Imam. Other Islamic jurists claim that the boy is clearly a fraud, but to his followers he is the person they have been waiting for and now they flock to his banner.;Le schisme au sein de l'islam remonte à ses tout débuts. La majorité sunnite a longtemps persécuté les disciples d'Ali, les chiites, les forçant à se cacher. Les partisans d'Ali se cherchent un chef parmi ses descendants, mais sont forcés de garder leur ascendance secrète. Néanmoins, les chiites se sont mobilisés aujourd'hui derrière un garçon qui se déclare être l'imam et l'héritier de plein droit d'Ali. Certains juristes islamistes prétendent que ce garçon est clairement un imposteur, mais ceux qui le suivent croient qu'il est l'élu tant attendu et s'attroupent à sa suite.;Die Spaltung im Herzen des Islams geht zurück auf seine frühen Anfänge. Der Großteil der Sunniten verfolgte lange die Anhänger von Ali, die Shi'a, und zwang sie in den Untergrund. Die Partisanen von Ali hofften auf Führung durch seine Nachfahren, doch diese waren gezwungen, ihre Verwandtschaft geheim zu halten. Nun aber mobilisieren die Shi'a ihre Kräfte und folgen einem Jungen, den sie als Alis rechtmäßigen Erben und Imam ansehen. Andere islamische Juristen sagen, dass der Junge eindeutig ein Betrug ist, doch für seine Anhänger ist er derjenige, auf den sie gewartet haben, und sie versammeln sich unter seinem Banner.;;El cisma en el corazón del Islam se remonta a sus primeros días. La mayoría de los Sunitas han perseguido durante mucho tiempo a los seguidores de Alí, los Chiítas, obligándolos a esconderse. Los partidarios de Alí buscan a sus descendientes para el liderazgo, pero se ven obligados a mantener en secreto su ascendencia. Ahora sin embargo, los Chiítas están movilizando sus fuerzas por un chico que dice ser heredero legítimo de Alí y el Imán. Otros juristas Islámicos afirman que el muchacho es claramente un fraude, pero para sus seguidores él es la persona a la que han estado esperando y ahora acuden a su rebaño.;;;;;;;;;x
