tooltip_feudal_elector_vote_haughty;[From.GetSheHeCap] has a promising §YHaughty§! demeanor;[From.GetIlElleCap] a un §Ycaractère hautain§! prometteur;[From.GetSheHeCap] hat ein vielversprechendes §Yüberhebliches§! Benehmen;;Tiene una conducta §Yaltiva§! prometedora;;;;;;;;;x
tooltip_feudal_elector_vote_heathen;[From.GetSheHeCap] is a heathen;C'est un[From.Get_E] païe[From.GetNNne];[From.GetSheHeCap] ist ein Heide;;Es pagano;;;;;;;;;x
tooltip_feudal_elector_vote_heathen_dogmatic;[From.GetSheHeCap] is a filthy unbeliever;C'est un[From.Get_E] abject[From.Get_E] incroyant[From.Get_E];[From.GetSheHeCap] ist [From.Geteineine] dreckige[From.GetrMale] Ungläubige[From.GetrMale];;Es un[From.GetXA] suci[From.GetOA] infiel;;;;;;;;;x
tooltip_feudal_elector_vote_heretic;[From.GetSheHeCap] is a heretic;C'est un[From.Get_E] hérétique;[From.GetSheHeCap] ist ein Ketzer;;Es hereje;;;;;;;;;x
tooltip_feudal_elector_vote_humble_negative;[From.GetSheHeCap] is spineless;[From.GetIlElleCap] est sans fierté;[From.GetSheHeCap] ist §Yrückgratlos§!;;No tiene personalidad;;;;;;;;;x
tooltip_feudal_elector_vote_humble_positive;[From.GetSheHeCap] is §YHumble§!;[From.GetIlElleCap] est §Yhumble§!;[From.GetSheHeCap] ist §Ybescheiden§!;;Es §Yhumilde§!;;;;;;;;;x
tooltip_feudal_elector_vote_hunchback;[From.GetSheHeCap] is a §YHunchback§!;[From.GetIlElleCap] est §Ybossu[From.Get_E]§!;[From.GetSheHeCap] ist §Ybuckelig§!;;Es un[From.GetXA] §Yjorobad[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_hunchback_warrior;[From.GetSheHeCap] is a deformed freak;C'est un monstre difforme;[From.GetSheHeCap] ist ein §Ydeformierter Freak§!;;Es un monstruo deforme;;;;;;;;;x
tooltip_feudal_elector_vote_idolizer;[From.GetSheHeCap] is an §YIdolizer§!;[From.GetIlElleCap] a un §Ycaractère idolâtre§!;[From.GetSheHeCap] ist ein §YManipulierer§!;;Es un[From.GetXA] §Yidólatra§!;;;;;;;;;x
tooltip_feudal_elector_vote_ill;[From.GetSheHeCap] is §YSick§! and might die soon;[From.GetIlElleCap] est §Ymalade§! et pourrait mourir bientôt;[From.GetSheHeCap] ist §Ykrank§! und könnte bald sterben;;Está §Yenferm[From.GetOA]§! y podría morir pronto;;;;;;;;;x
tooltip_feudal_elector_vote_imbecile;[From.GetSheHeCap] is an §YImbecile§!;C'est un[From.Get_E] §Yimbécile§!;[From.GetSheHeCap] ist ein §YSchwachkopf§!;;Es un[From.GetXA] §Yimbécil§!;;;;;;;;;x
tooltip_feudal_elector_vote_imbecile_diplomat;[From.GetSheHeCap] is an unqualified idiot;C'est un[From.Get_E] §Yidiot[From.Get_E]§!;[From.GetSheHeCap] ist ein §Yunqualifizierter Idiot§!;;Es un[From.GetXA] idiota total y absolut[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_immortal;If [From.GetSheHe] is elected, there will be no more elections;[From.GetSilSielleCap] est élu[From.Get_E], il n'y aura plus d'élections;Wenn [From.GetSheHe] gewählt wird, wird es keine weiteren Wahlen geben;;Si se le elige, ya no habrá más elecciones;;;;;;;;;x
tooltip_feudal_elector_vote_inbred;[From.GetSheHeCap] is an §YInbred§! freak;C'est un[From.Get_E] §Yconsanguin[From.Get_E]§!;[From.GetSheHeCap] ist eine Missgeburt durch §YInzucht§!;;Es un monstruo §Yendogámico§!;;;;;;;;;x
tooltip_feudal_elector_vote_incapable;[From.GetSheHeCap] is unfit to rule;[From.GetIlElleCap] est inapte à régner;[From.GetSheHeCap] ist für die Herrschaft nicht geeignet;;Es indign[From.GetOA] de gobernar;;;;;;;;;x
tooltip_feudal_elector_vote_incapable_warrior;[From.GetSheHeCap] is a drooling corpse waiting to die;[From.GetIlElleCap] bave en attendant sa mort;[From.GetSheHeCap] ist eine sabbernde Leiche, die darauf wartet zu sterben;;Es un cadáver babeante esperando la muerte;;;;;;;;;x
tooltip_feudal_elector_vote_infidel;[From.GetSheHeCap] is an infidel;C'est un[From.Get_E] infidèle;[From.GetSheHeCap] ist ungläubig;;Es un[From.GetXA] infiel;;;;;;;;;x
tooltip_feudal_elector_vote_infirm;[From.GetSheHeCap] is §YInfirm§!;[From.GetIlElleCap] est §Yinfirme§!;[From.GetSheHeCap] ist §Ygebrechlich§!;;Está §Yendeble§!;;;;;;;;;x
tooltip_feudal_elector_vote_infirm_diplomat;[From.GetHerHisCap] mind has turned to mush;Son esprit n'est plus rien;[From.GetSheHeCap] Verstand ist nur noch Matsch;;Se le ha deshecho la mente;;;;;;;;;x
tooltip_feudal_elector_vote_just_positive;[From.GetSheHeCap] is §YJust§!;[From.GetIlElleCap] a le §Ysens de la justice§!;[From.GetSheHeCap] ist §Ygerecht§!;;Es §Yjust[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_kind_negative;[From.GetSheHeCap] is docile;[From.GetIlElleCap] est docile;[From.GetSheHeCap] ist §Yunterwürdig§!;;Es dócil;;;;;;;;;x
tooltip_feudal_elector_vote_kind_positive;[From.GetSheHeCap] is virtuous;[From.GetIlElleCap] est vertueu[From.GetXSe];[From.GetSheHeCap] ist §Ytugendhaft§!;;Es virtuos[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_kinslayer_1_dynast;[From.GetSheHeCap] killed my Kin;[From.GetIlElleCap] a tué un de mes parents;[From.GetSheHeCap] tötete meine Familie;;Mató a mi familia;;;;;;;;;x
tooltip_feudal_elector_vote_kinslayer_1_stranger;[From.GetSheHeCap] a §YDynastic Kinslayer§!;C'est un[From.Get_E] §Yparricide dynastique§!;[From.GetSheHeCap] ist ein §YDynastischer Königmörder§!;;Es un[From.GetXA] §Ymataparientes dinásticos§!;;;;;;;;;x
tooltip_feudal_elector_vote_kinslayer_2_dynast;[From.GetSheHeCap] has the blood of our family on [From.GetHerHis] hands;[From.GetIlElleCap] a le sang de notre famille sur les mains;[From.GetSheHeCap] hat das Blut unserer Familie an [From.GetHerHis]en Händen;;Lleva la sangre de nuestra familia en las manos;;;;;;;;;x
tooltip_feudal_elector_vote_kinslayer_2_stranger;[From.GetSheHeCap] a §YFamilial Kinslayer§!;C'est un[From.Get_E] §Yparricide familial[From.Get_E]§!;[From.GetSheHeCap] ist ein §YFamilärer Königmörder§!;;Es un[From.GetXA] §Ymataparientes familiares§!;;;;;;;;;x
tooltip_feudal_elector_vote_kinslayer_3_dynast;[From.GetSheHeCap] has the blood of our family on [From.GetHerHis] hands;[From.GetIlElleCap] a le sang de notre famille sur les mains;[From.GetSheHeCap] hat das Blut unserer Familie an [From.GetHerHis]en Händen;;Lleva la sangre de nuestra familia en las manos;;;;;;;;;x
tooltip_feudal_elector_vote_kinslayer_3_stranger;[From.GetSheHeCap] a §YKinslayer§!;C'est un[From.Get_E] §Yparricide§!;[From.GetSheHeCap] ist ein §YKönigmörder§!;;Es un[From.GetXA] §Ymatafamilias§!;;;;;;;;;x
tooltip_feudal_elector_vote_lefthanded_negative;[From.GetSheHeCap] is §YLefthanded§!;[From.GetIlElleCap] est §Ygauch[From.GetErEre]§!;[From.GetSheHeCap] ist §Ylinkshändig§!;;Es §Yzurd[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_leper;[From.GetSheHeCap] is a wretched §YLeper§!;C'est un[From.Get_E] misérable §Ylépreu[From.GetXSe]§!;[From.GetSheHeCap] ist ein §YLepra§!-Kranker;;Es un[From.GetXA] pobre §Ylepros[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_lisp;[From.GetSheHeCap] has a §YLisp§!;[From.GetIlElleCap] §Yzézaie§!;[From.GetSheHeCap] §Ylispelt§!;;§YCecea§!;;;;;;;;;x
tooltip_feudal_elector_vote_lunatic;[From.GetSheHeCap] is a stark-raving §YLunatic§!;C'est un[From.Get_E] §Ylunatique§!;[From.GetSheHeCap] ist vollkommen §Ywahnsinnig§!;;Es un[From.GetXA] §Ylunátic[From.GetOA]§! demente;;;;;;;;;x
tooltip_feudal_elector_vote_lustful_negative;[From.GetSheHeCap] is §YLustful§!;[From.GetIlElleCap] a sombré dans la §Yluxure§!;[From.GetSheHeCap] ist §Ylüstern§!;;Es §Ylujurios[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_lustful_positive;[From.GetSheHeCap] is a charmer;C'est un[From.Get_E] charmeu[From.GetRSe];[From.GetSheHeCap] ist ein §YCharmeur§!;;Es encantador[From.GetXA];;;;;;;;;x
tooltip_feudal_elector_vote_maimed;[From.GetSheHeCap] is §YMaimed§!;[From.GetIlElleCap] est §Ymutilé[From.Get_E]§!;[From.GetSheHeCap] ist §Yverstümmelt§!;;Está §Ylisiad[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_maimed_warrior;[From.GetSheHeCap] is a §YMaimed§! wreck;[From.GetIlElleCap] est §Ymutilé[From.Get_E]§!;[From.GetSheHeCap] ist ein §Yverstümmeltes§! Wrack;;Es un desastre §Ylisiad[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_mangled;[From.GetSheHeCap] has been §YMangled§! and might die soon;[From.GetIlElleCap] a été §Ymutilé[From.Get_E]§! et pourrait mourir bientôt;[From.GetSheHeCap] wurde §Yübel zugerichtet§! und könnte bald sterben;;Fue §Ymutilad[From.GetOA]§! y podría morir pronto;;;;;;;;;x
tooltip_feudal_elector_vote_mangled_warrior;[From.GetSheHeCap] has been §YMangled§! and is no longer fit to fight;[From.GetIlElleCap] a été §Ymutilé[From.Get_E]§! et n'est plus capable de se battre;[From.GetSheHeCap] wurde §Yübel zugerichtet§! und kann nicht länger kämpfen;;Fue §Ymutilad[From.GetOA]§! y ya no puede luchar;;;;;;;;;x
tooltip_feudal_elector_vote_martial_education;[From.GetSheHeCap] is a soldier;C'est un soldat;[From.GetSheHeCap] ist [From.Geteineine] Soldat[From.GetinFemale];;Es un[From.GetXA] soldado;;;;;;;;;x
tooltip_feudal_elector_vote_martial_score;[From.GetSheHeCap] is an experienced §YCommander§!;C'est un[From.Get_E] §Ycommandant[From.Get_E]§! expérimenté[From.Get_E];[From.GetSheHeCap] ist ein erfahrener §YKommandant§!;;Es un[From.GetXA] comandante §Yexperimentado§!;;;;;;;;;x
tooltip_feudal_elector_vote_martial_score_negative;[From.GetSheHeCap] is an unexperienced §YCommander§!;C'est un[From.Get_E] §Ycommandant[From.Get_E]§! inexpérimenté[From.Get_E];[From.GetSheHeCap] ist ein unerfahrener §YKommandant§!;;Es un[From.GetXA] comandante §Ysin experiencia§!;;;;;;;;;x
tooltip_feudal_elector_vote_matriarchal;He is just a §YMan§!;Ce n'est qu'un §Yhomme§!;Er ist nur ein §YMann§!;;No es más que un §Yhombre§!;;;;;;;;;x
tooltip_feudal_elector_vote_myself;I like power;J'aime le pouvoir;Ich möchte Macht;;Me gusta el poder;;;;;;;;;x
tooltip_feudal_elector_vote_myself_ambitious;This is my destiny;C'est mon destin;Dies ist mein Schicksal;;Es mi destino;;;;;;;;;x
tooltip_feudal_elector_vote_myself_heir;I am the rightful heir;Je suis l'hériti[Root.GetErEre] légitime;Ich bin der rechtmäßige Erbe;;Soy el heredero legítimo;;;;;;;;;x
tooltip_feudal_elector_vote_not_myself;I do not like power;Je n'aime pas le pouvoir;Ich möchte keine Macht;;No me gusta el poder;;;;;;;;;x
tooltip_feudal_elector_vote_oldtimer;[From.GetSheHeCap] is past [From.GetHerHis] prime;[From.GetIlElleCap] n'a plus l'âge;[From.GetSheHeCap] hat [From.GetHerHis]e besten Jahre hinter sich;;Ya ha dejado atrás los mejores años de su vida;;;;;;;;;x
tooltip_feudal_elector_vote_one_eyed;[From.GetSheHeCap] is §YOne-Eyed§!;[From.GetIlElleCap] est §Yborgne§!;[From.GetSheHeCap] ist §Yeinäugig§!;;Está §Ytuert[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_one_handed;[From.GetSheHeCap] is §YOne-Handed§!;[From.GetIlElleCap] est §Ymanchot[From.Get_E]§!;[From.GetSheHeCap] ist §Yeinhändig§!;;Está §Ymanc[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_one_legged;[From.GetSheHeCap] is §YOne-Legged§!;[From.GetIlElleCap] est §Yunijambiste§!;[From.GetSheHeCap] ist §Yeinbeinig§!;;Está §Ycoj[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_opinion_negative;I dislike [From.GetHerHim];Je [From.GetLeLa] déteste;Ich mag [From.Getihnsie] nicht;;No me gusta [From.GetElElla];;;;;;;;;x
tooltip_feudal_elector_vote_opinion_positive;I like [From.GetHerHim];Je l'apprécie;Ich mag [From.Getihnsie];;Me gusta [From.GetElElla];;;;;;;;;x
tooltip_feudal_elector_vote_pagan_branch_negative;[From.GetSheHeCap] misinterprets [Root.Religion.GetScriptureName];[From.GetIlElleCap] interprète mal [Root.Get_le_Scripture];[From.GetSheHeCap] missinterpretiert [Root.Religion.GetScriptureName];;Malinterpreta [Root.Religion.GetScriptureName];;;;;;;;;x
tooltip_feudal_elector_vote_paranoid_negative;[From.GetSheHeCap] is §YParanoid§!;[From.GetIlElleCap] est §Yparanoïaque§!;[From.GetSheHeCap] ist §Yparanoid§!;;Es §Yparanoic[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_paranoid_negative_paranoid;[From.GetSheHeCap] is untrustworthy;[From.GetIlElleCap] est indigne de confiance;[From.GetSheHeCap] nicht §Yvertrauensvoll§!;;No es de fiar;;;;;;;;;x
tooltip_feudal_elector_vote_parent;[From.GetSheHeCap] is my own child;C'est mon enfant;[From.GetSheHeCap] ist mein eigenes Kind;;Es hij[From.GetOA] mí[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_patient_negative;[From.GetSheHeCap] is soft;[From.GetIlElleCap] est §Ym[From.GetOuOlle]§!;[From.GetSheHeCap] ist §Yweich§!;;Es suave;;;;;;;;;x
tooltip_feudal_elector_vote_patient_positive;[From.GetSheHeCap] is §YPatient§!;[From.GetIlElleCap] est §Ypatient[From.Get_E]§!;[From.GetSheHeCap] ist §Ygeduldig§!;;Es §Ypaciente§!;;;;;;;;;x
tooltip_feudal_elector_vote_patriarchal;She is just a §YWoman§!;Ce n'est qu'une §Yfemme§!;Sie ist nur eine §YFrau§!;;No es más que una §Ymujer§!;;;;;;;;;x
tooltip_feudal_elector_vote_physician;[From.GetSheHeCap] is a learned §YPhysician§!;C'est un §Yphysicien§! instruit;[From.GetSheHeCap] ist ein ausgebildeter §YHofarzt§!;;Es un[From.GetXA] §Ymédico§! doct[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_piety_negative;[From.GetSheHeCap] is a wicked [From.GetManWoman];C'est un[From.Get_E] [From.GetManWoman] mauvais[From.Get_E];[From.GetSheHeCap] ist [From.Geteineine] gottlose[From.GetrMale] [From.GetManWoman];;Es una persona malvada;;;;;;;;;x
tooltip_feudal_elector_vote_piety_positive;[From.GetSheHeCap] is a pious [From.GetManWoman];C'est un[From.Get_E] [From.GetManWoman] pieu[From.GetXSe];[From.GetSheHeCap] ist [From.Geteineine] fromme[From.GetrMale] [From.GetManWoman];;Es una persona piadosa;;;;;;;;;x
tooltip_feudal_elector_vote_pilgrim_positive;[From.GetSheHeCap] is a devout §YPilgrim§!;C'est un[From.Get_E] §Ypèlerin[From.Get_E]§!;[From.GetSheHeCap] ist ein frommer §YPilger§!;;Es un[From.GetXA] §Yperegrin[From.GetOA]§! devot[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_player_heir;[From.GetSheHeCap] is the rightful heir;C'est l'hériti[From.GetErEre] légitime;[From.GetSheHeCap] ist der rechtmäßige Erbe;;[From.GetElEllaCap] es [From.GetElLa] hereder[From.GetOA] legítim[From.GetOA];;;;;;;;x
tooltip_feudal_elector_vote_playful;[From.GetSheHeCap] has a promising §YPlayful§! attitude;[From.GetIlElleCap] a un §Ycaractère espiègle§! prometteur;[From.GetSheHeCap] hat eine vielversprechende §Yverspielte§! Haltung;;Tiene una actitud §Yjuguetona§! prometedora;;;;;;;;;x
tooltip_feudal_elector_vote_pneumonic;[From.GetSheHeCap] is being consumed by §YPneumonia§!;[From.GetIlElleCap] est consumé[From.Get_E] par la §Ypneumonie§!;[From.GetSheHeCap] ist von einer §YLungenentzündung§! betroffen;;[From.GetLoLaCap] consume la §Yneumonía§!;;;;;;;;;x
tooltip_feudal_elector_vote_political_concerns;If elected, [From.GetSheHe] might rule from abroad;Si élu[From.Get_E], [From.GetIlElle] pourrait régner depuis l'étranger;Wenn gewählt könnte [From.GetSheHe] vom Ausland aus regieren;;Si se le elige, podría reinar desde el extranjero;;;;;;;;;x
tooltip_feudal_elector_vote_possessed;[From.GetSheHeCap] is too unstable;[From.GetIlElleCap] est instable;[From.GetSheHeCap] ist zu unstabil;;Es demasiado inestable.;;;;;;;;;x
tooltip_feudal_elector_vote_possessed_vs_zealous;[From.GetSheHeCap] has been §YPossessed§! by demons;[From.GetIlElleCap] est §Ypossédé[From.Get_E]§! par des démons;[From.GetSheHeCap] wird von Dämonen §Ybesessen§!;;Fue §Yposeíd[From.GetOA]§! por demonios;;;;;;;;;x
tooltip_feudal_elector_vote_prestige_negative;[From.GetSheHeCap] is an infamous [From.GetManWoman];C'est un[From.Get_E] [From.GetManWoman] tristement célèbre;[From.GetSheHeCap] ist [From.Geteineine] berüchtigte[From.GetrMale] [From.GetManWoman];;Es una persona infame;;;;;;;;;x
tooltip_feudal_elector_vote_prestige_positive;[From.GetSheHeCap] is a prestigious [From.GetManWoman];C'est un[From.Get_E] [From.GetManWoman] prestigieu[From.GetXSe];[From.GetSheHeCap] ist [From.Geteineine] angesehene[From.GetrMale] [From.GetManWoman];;Es una persona prestigiosa;;;;;;;;;x
tooltip_feudal_elector_vote_prime_age;[From.GetSheHeCap] is in [From.GetHerHis] prime;[From.GetIlElleCap] est dans la fleur de l'âge;[From.GetSheHeCap] im besten Alter;;Está en su mejor momento;;;;;;;;;x
tooltip_feudal_elector_vote_proud_negative;[From.GetSheHeCap] is §YProud§!;[From.GetIlElleCap] est §Yorgueilleu[From.GetXSe]§!;[From.GetSheHeCap] ist §Ystolz§!;;Es §Yorgullos[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_proud_positive;[From.GetSheHeCap] is §YProud§!;[From.GetIlElleCap] est §Yorgueilleu[From.GetXSe]§!;[From.GetSheHeCap] ist §Ystolz§!;;Es §Yorgullos[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_quick;[From.GetSheHeCap] is a very smart [From.GetManWoman];C'est un[From.Get_E] [From.GetManWoman] intelligent[From.Get_E];[From.GetSheHeCap] ist §Ysehr klug§!;;Es una persona muy inteligente;;;;;;;;;x
tooltip_feudal_elector_vote_quick_diplomat;[From.GetSheHeCap] is a very smart [From.GetManWoman];C'est un[From.Get_E] [From.GetManWoman] intelligent[From.Get_E];[From.GetSheHeCap] ist §Ysehr klug§!;;Es una persona muy inteligente;;;;;;;;;x
tooltip_feudal_elector_vote_rabies;[From.GetSheHeCap] is a §YRabid§! wreck;[From.GetIlElleCap] est enragé[From.Get_E];[From.GetSheHeCap] ist ein §Ytollwütiges§! Wrack;;Está destrozad[From.GetOA] por la §Yrabia§!;;;;;;;;;x
tooltip_feudal_elector_vote_relative;[From.GetSheHeCap] is my relative;C'est un[From.Get_E] parent[From.Get_E] à moi;[From.GetSheHeCap] ist aus meiner Verwandtschaft;;Es pariente mí[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_brawny;[From.GetSheHeCap] is §YBrawny§!;[From.GetIlElleCap] est §Ymusclé[From.Get_E]§!;[From.GetSheHeCap] ist §Ymuskulös§!;;Es §Yfornid[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_brawny_warrior;[From.GetSheHeCap] is a healthy, stout [From.GetManWoman];C'est un[From.Get_E] [From.GetManWoman] vigoureu[From.GetXSe];[From.GetSheHeCap] ist [From.Geteineine] gesunde[From.GetrMale], starke[From.GetrMale] [From.GetManWoman];;Es un persona sana y robusta;;;;;;;;;x
tooltip_feudal_elector_vote_rome_child;Rome is not to be ruled by a child;Rome ne doit pas être gouvernée par un enfant;Rom soll nicht von einem Kind regiert werden;;Roma no será gobernada por un niño;;;;;;x
tooltip_feudal_elector_vote_rowdy;[From.GetSheHeCap] has a promising §YRowdy§! attitude;[From.GetIlElleCap] a un §Ycaractère chahuteur§! prometteur;[From.GetSheHeCap] hat eine vielversprechende §Yrauflustige§! Haltung;;Tiene una actitud §Ypendenciera§! prometedora;;;;;;;;;x
tooltip_feudal_elector_vote_saoshyant_descendant_positive;[From.GetSheHeCap] is a descendant of the holy §YSaoshyant§!;C'est un[From.Get_E] descendant[From.Get_E] du §YSaoshyant§!;[From.GetSheHeCap] ist ein Nachkomme des Heiligen §YSaoschjant§!;;Es descendiente del santo §YSaoshyant§!;;;;;;;;;x
tooltip_feudal_elector_vote_scarred;[From.GetSheHeCap] is §YScarred§!;[From.GetIlElleCap] a une §Ybalafre§!;[From.GetSheHeCap] ist §Yvernarbt§!;;Tiene §Ycicatrices§!;;;;;;;;;x
tooltip_feudal_elector_vote_scarred_high;[From.GetSheHeCap] has been §YHorrifically Scarred§! by countless fights;[From.GetIlElleCap] a été §Yhorriblement défiguré[From.Get_E]§! par d'innombrables combats;[From.GetSheHeCap] wurde in zahlreichen Kämpfen §Yentstellt§!;;Ha sido §Ydesfigurad[From.GetOA]§! por innumerables peleas;;;;;;;;;x
tooltip_feudal_elector_vote_scarred_mid;[From.GetSheHeCap] is §YGrievously Scarred§!;[From.GetIlElleCap] a d'§Yimportantes balafres§!;[From.GetSheHeCap] ist §Yschwer gezeichnet§!;;Tiene §Yterribles cicatrices§!;;;;;;;;;x
tooltip_feudal_elector_vote_scurvy;[From.GetSheHeCap] is being consumed by §YScurvy§!;[From.GetIlElleCap] est consumé[From.Get_E] par le §Yscorbut§!;[From.GetSheHeCap] ist von §YSkorbut§! befallen;;[From.GetLoLaCap] consume el §Yescorbuto§!;;;;;;;;;x
tooltip_feudal_elector_vote_sea_king_negative;[From.GetSheHeCap] is a notorious Raider;C'est un[From.Get_E] pilleu[From.GetRSe] tristement célèbre;[From.GetSheHeCap] ist ein berüchtigter Plünderer;;Es célebre como asaltante;;;;;;;;;x
tooltip_feudal_elector_vote_sea_king_positive;[From.GetSheHeCap] is a famous Raider;C'est un[From.Get_E] pilleu[From.GetRSe] célèbre;[From.GetSheHeCap] ist ein bekannter Plünderer;;Es un[From.GetXA] asaltante famos[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_settled;[From.GetSheHeCap] is a lazy settler;C'est un[From.Get_E] colonisat[From.GetEurRice] paresseu[From.GetXSe];[From.GetSheHeCap] ist ein fauler Siedler;;Es un[From.GetXA] colon[From.GetOA] vag[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_severely_injured;[From.GetSheHeCap] has been §YSeverly Injured§! and might die soon;[From.GetIlElleCap] a été §Ygravement blessé[From.Get_E]§! et pourrait mourir bientôt;[From.GetSheHeCap] wurde §Yschwer verletzt§! und könnte bald sterben;;Fue §Yherid[From.GetOA] gravemente§! y podría morir pronto;;;;;;;;;x
tooltip_feudal_elector_vote_shape_negative;[From.GetSheHeCap] is out of shape;[From.GetIlElleCap] n'est pas en forme;[From.GetSheHeCap] ist nicht in Form;;No está en forma;;;;;;;;;x
tooltip_feudal_elector_vote_shieldmaiden_negative;[From.GetSheHeCap] is an uncouth woman;C'est une femme grossière;[From.GetSheHeCap] ist eine ungehobelte Frau;;Es una grosera;;;;;;;;;x
tooltip_feudal_elector_vote_shieldmaiden_negative_patriarchal;[From.GetSheHeCap] is a savage she-warrior;C'est une sauvage;[From.GetSheHeCap] ist eine wilde Kriegerin;;Es una guerrera salvaje;;;;;;;;;x
tooltip_feudal_elector_vote_shieldmaiden_positive;[From.GetSheHeCap] is a §YShieldmaiden§!;C'est une §YSkjaldmö§!;[From.GetSheHeCap] ist eine Schildmaid;;Es una §Yescudera§!;;;;;;;;;x
tooltip_feudal_elector_vote_shy_negative;[From.GetSheHeCap] is §YShy§!;[From.GetIlElleCap] est §Ytimide§!;[From.GetSheHeCap] ist §Yschüchtern§!;;Es §Ytímid[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_sickly;[From.GetSheHeCap] was born §YSickly§! and might die soon;[From.GetIlElleCap] est né[From.Get_E] §Ymalade§! et pourrait mourir bientôt;[From.GetSheHeCap] wurde §Ykränklich§! geboren und könnte bald sterben;;Nació §Yenfermizo§! y podría morir pronto;;;;;;;;;x
tooltip_feudal_elector_vote_slothful_negative;[From.GetSheHeCap] is §YSlothful§!;[From.GetIlElleCap] est paresseu[From.GetXSe];[From.GetSheHeCap] ist §Yfaul§!;;Es §Yindolente§!;;;;;;;;;x
tooltip_feudal_elector_vote_slothful_positive;[From.GetSheHeCap] is cautious;[From.GetIlElleCap] est circonspect[From.Get_E];[From.GetSheHeCap] ist §Yachtsam§!;;Es cautelos[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_slow;[From.GetSheHeCap] is §YSlow§!-minded;[From.GetIlElleCap] est §Ylent[From.Get_E]§! à la compréhension;[From.GetSheHeCap] ist ein §Ylangsam§! im Denken;;Es §Ylent[From.GetOA] de mente§!;;;;;;;;;x
tooltip_feudal_elector_vote_slow_diplomat;[From.GetSheHeCap] has a feeble mind;C'est un esprit faible;[From.GetSheHeCap] hat einen §Yschwachen Geist§!;;Es bob[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_sow;Against tradition;Contre la tradition;Gegen Tradition;;Contra la tradición;;;;;;;;;x
tooltip_feudal_elector_vote_spiritual_education;[From.GetSheHeCap] is a scholar;C'est un[From.Get_E] érudit[From.Get_E];[From.GetSheHeCap] ist [From.Geteineine] Gelehrte[From.GetrMale];;Es un[From.GetXA] erudit[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_spoiled_courtier;[From.GetSheHeCap] is an unproven, spoiled [From.GetManWoman];C'est un[From.Get_E] [From.GetManWoman] trop gâté[From.Get_E] qui n'a pas encore fait ses preuves;[From.GetSheHeCap] ist [From.Geteineine] unerprobte[From.GetrMale], verwöhnte[From.GetrMale] [From.GetManWoman];;Es una persona sin probar y malcriada;;;;;;;;;x
tooltip_feudal_elector_vote_stranger;[From.GetSheHeCap] is a stranger to my customs;[From.GetIlElleCap] est étrang[From.GetErEre] à mes coutumes;[From.GetSheHeCap] ist fremd gegenüber meinen Bräuchen;;Es extrañ[From.GetOA] a mis costumbres;;;;;;;;;x
tooltip_feudal_elector_vote_strangers_pet;[From.GetSheHeCap] is a foreigner's pet;C'est un serviteur de l'étranger;[From.GetSheHeCap] ist das Haustier eines Fremden;;Es la mascota de un extranjero;;;;;;;;;x
tooltip_feudal_elector_vote_stressed;[From.GetSheHeCap] is too §YStressed§!;[From.GetIlElleCap] est §Yanxieu[From.GetXSe]§!;[From.GetSheHeCap] ist zu §Ygestresst§!;;Está demasiado §Yestresad[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_strong;[From.GetSheHeCap] is a §YStrong§! [From.GetManWoman];C'est un[From.Get_E] [From.GetManWoman] §Yfort§!;[From.GetSheHeCap] ist §Ystark§!;;Es una persona fuerte;;;;;;;;;x
tooltip_feudal_elector_vote_strong_claimant;[From.GetSheHeCap] is a §YClaimant§! to the title;C'est un[From.Get_E] §Yprétendant[From.Get_E]§! au titre;[From.GetSheHeCap] ist ein §YAnspruchsteller§! auf den Titel;;Es §Ypretendiente§! al título;;;;;;;;;x
